theme,cnt
TAX_WORLDBIRDS_PALE_HEADED_ROSELLA,23
TAX_DISEASE_SEROUS_CYSTADENOMA,23
TAX_WORLDLANGUAGES_TOLPAN,23
TAX_WORLDMAMMALS_NORTHERN_HOPPING_MOUSE,23
TAX_WORLDBIRDS_BLACKANDWHITE_WARBLERS,23
TAX_WORLDLANGUAGES_MARAGANG,23
TAX_WORLDFISH_HALF_GILL,23
TAX_WORLDBIRDS_NEW_ZEALAND_PIGEONS,23
TAX_WORLDBIRDS_SARDINIAN_WARBLERS,23
TAX_RELIGION_KIRATIS,23
TAX_DISEASE_SPASTIC_ATAXIA,23
TAX_WORLDMAMMALS_BLACK_HOWLERS,23
TAX_WORLDMAMMALS_REDLEGGED_PADEMELONS,23
TAX_WORLDBIRDS_GREEN_IMPERIAL_PIGEONS,23
TAX_DISEASE_GASTRIC_FISTULA,23
TAX_WORLDMAMMALS_NEW_ZEALAND_LESSER_SHORTTAILED_BAT,23
TAX_WORLDLANGUAGES_NATICKS,23
TAX_WORLDLANGUAGES_MOLBOG,23
TAX_WORLDLANGUAGES_BIDEYAT,23
TAX_DISEASE_SHPRINTZEN_SYNDROME,23
TAX_DISEASE_HEMORRHAGIC_DIATHESIS,23
TAX_WORLDLANGUAGES_USIAIS,23
TAX_WORLDLANGUAGES_UBACHS,23
TAX_DISEASE_POSTERIOR_TIBIAL_TENDON_DYSFUNCTION,23
TAX_WORLDBIRDS_BLYTH_PIPIT,23
TAX_WORLDFISH_ROCK_CODS,23
TAX_WORLDFISH_FOUREYED_FISH,23
TAX_WORLDBIRDS_REDFACED_LIOCICHLA,23
TAX_WORLDBIRDS_BROWN_HEADED_GULL,23
TAX_WORLDLANGUAGES_ARUACO,23
TAX_WORLDLANGUAGES_BANGUBANGU,23
TAX_WORLDMAMMALS_PHILIPPINE_MOUSE_DEER,23
TAX_WORLDLANGUAGES_ZIMBAS,23
TAX_WORLDBIRDS_WHITECOLLARED_SWIFTS,23
TAX_WORLDBIRDS_SCREAMING_PIHAS,23
TAX_TERROR_GROUP_REBOLUSYONARYONG_HUKBONG_BAYAN,23
TAX_DISEASE_METASTASIS_TO_KIDNEY,23
WB_2262_PPP_FINANCE,23
TAX_WORLDBIRDS_GRENADA_DIVE,23
TAX_WORLDLANGUAGES_CABRAI,23
TAX_DISEASE_ORBIT_CANCER,23
TAX_WORLDLANGUAGES_WALAF,23
TAX_WORLDLANGUAGES_CHIKUYA,23
TAX_WORLDLANGUAGES_KOROBORO,23
TAX_WORLDMAMMALS_SPOTTED_LINSANG,23
TAX_WORLDBIRDS_MAGNIFICENT_RIFLEBIRD,23
TAX_DISEASE_CORONARY_RESTENOSIS,23
TAX_WORLDREPTILES_COMMON_CAIMAN,23
TAX_WORLDLANGUAGES_BACHAMAS,23
TAX_AGRICULHARMINSECTS_PLUM_CURCULIOS,23
TAX_WORLDLANGUAGES_KALMUCK,23
TAX_WORLDBIRDS_SEMICOLLARED_FLYCATCHER,23
TAX_WORLDLANGUAGES_LARAKIA,23
TAX_WORLDLANGUAGES_PONDAS,23
TAX_WORLDBIRDS_PALEYELLOW_ROBIN,23
TAX_WORLDLANGUAGES_SAMORO,23
TAX_WORLDINSECTS_DIFFERENTIAL_GRASSHOPPERS,23
TAX_WORLDLANGUAGES_BEHRANS,23
TAX_WORLDBIRDS_YELLOWBILLED_SPOONBILLS,23
TAX_WORLDLANGUAGES_KIDALS,23
ECON_WORLDCURRENCIES_MANX_POUND,23
TAX_WORLDBIRDS_GREENTHROATED_CARIB,23
TAX_DISEASE_EYE_MOVEMENT_DISORDER,23
TAX_WORLDLANGUAGES_CRIMEAN_TURKISH,23
TAX_WORLDLANGUAGES_TUCUNA,23
TAX_WORLDBIRDS_GREYBACKED_SHRIKE,23
TAX_WORLDLANGUAGES_NAMBIS,23
TAX_WORLDREPTILES_SCARLET_KINGSNAKES,23
TAX_WORLDBIRDS_SEYCHELLES_KESTREL,23
TAX_WORLDLANGUAGES_KHALKHA_MONGOLIAN,23
TAX_WORLDBIRDS_ASIAN_PALM_SWIFT,23
TAX_WORLDBIRDS_ORIENTAL_WHITE_EYE,23
TAX_WORLDREPTILES_HOPI_RATTLESNAKE,23
TAX_WORLDLANGUAGES_KILETA,23
TAX_WORLDLANGUAGES_OWENIA,23
TAX_DISEASE_TRICHOMONAS_INFECTIONS,23
TAX_DISEASE_STIFFNESS_OF_JOINT,23
TAX_RELIGION_BRUJERIAS,23
TAX_WORLDLANGUAGES_SIOUXS,23
TAX_WORLDLANGUAGES_JATAPU,23
TAX_WORLDLANGUAGES_SENGGI,23
TAX_DISEASE_VULVAR_CARCINOMA,23
TAX_WORLDBIRDS_BROWN_HAWK_OWL,23
TAX_WORLDLANGUAGES_SHAVANTE,23
TAX_WORLDBIRDS_STREAKED_FLYCATCHER,23
TAX_WORLDINSECTS_RED_HARVESTER_ANT,23
TAX_WORLDLANGUAGES_JEKRI,23
TAX_WORLDBIRDS_BAT_HAWKS,23
TAX_WORLDLANGUAGES_SOMRE,22
TAX_WORLDINSECTS_ICHNEUMONID_WASPS,22
TAX_DISEASE_ROBERTS_SYNDROME,22
TAX_WORLDMAMMALS_NORTHERN_BROWN_BANDICOOT,22
TAX_DISEASE_ADENOCARCINOMA_OF_ESOPHAGUS,22
TAX_WORLDBIRDS_BULWER_PETRELS,22
TAX_WORLDINSECTS_GREEN_VEGETABLE_BUGS,22
TAX_WORLDMAMMALS_SILVERY_LUTUNG,22
TAX_WORLDLANGUAGES_BOKYI,22
TAX_AIDGROUPS_SINGLE_DROP_FOR_SAFE_WATER,22
TAX_WORLDBIRDS_WHITETHROATED_DIPPERS,22
TAX_WORLDMAMMALS_BENNETT_TREE_KANGAROO,22
TAX_WORLDBIRDS_AUSTRALASIAN_GREBE,22
TAX_DISEASE_NOREFLOW_PHENOMENON,22
TAX_WORLDBIRDS_SNOWYBROWED_FLYCATCHER,22
TAX_DISEASE_PEDICULOSIS_CORPORIS,22
TAX_WORLDLANGUAGES_ARAPIUM,22
TAX_DISEASE_THYROID_INSUFFICIENCY,22
TAX_DISEASE_GENERALIZED_HYPERHIDROSIS,22
TAX_WORLDBIRDS_LADY_AMHERST_PHEASANTS,22
TAX_WORLDBIRDS_STYGIAN_OWL,22
TAX_WORLDLANGUAGES_GLANDAS,22
TAX_WORLDLANGUAGES_KUKNA,22
TAX_POLITICAL_PARTY_YUGOSLAV_UNITED_LEFT,22
TAX_WORLDMAMMALS_GOULD_LONGEARED_BAT,22
TAX_WORLDLANGUAGES_ITANGA,22
TAX_WORLDBIRDS_BLACK_INCA,22
TAX_TERROR_GROUP_HIZBALLAH_PALESTINE,22
TAX_TERROR_GROUP_HARKATULMUJAHIDEEN,22
TAX_WORLDBIRDS_LESSER_WHITE_FRONTED_GOOSE,22
TAX_WORLDMAMMALS_MERRIAM_KANGAROO_RAT,22
TAX_WORLDFISH_SLENDER_SNIPE_EEL,22
TAX_WORLDLANGUAGES_BALDAMUS,22
TAX_WORLDBIRDS_REDCHEEKED_CORDONBLEU,22
TAX_WORLDMAMMALS_AZARA_AGOUTI,22
TAX_WORLDBIRDS_LONGTAILED_BROADBILL,22
TAX_WORLDLANGUAGES_BWELA,22
TAX_WORLDBIRDS_RIBBONTAILED_ASTRAPIA,22
TAX_TERROR_GROUP_AUSTRALIAN_NATIONALIST_MOVEMENT,22
TAX_DISEASE_CAMPTOCORMIA,22
TAX_WORLDLANGUAGES_WHITE_RUTHENIAN,22
TAX_DISEASE_OCCIPITAL_HORN_SYNDROME,22
TAX_WORLDBIRDS_REDEYED_DOVE,22
TAX_WORLDBIRDS_YELLOWGREEN_VIREO,22
TAX_WORLDLANGUAGES_USIAI,22
TAX_WORLDBIRDS_SMALL_BLUE_KINGFISHER,22
TAX_WORLDMAMMALS_URSINE_COLOBUS,22
TAX_WORLDMAMMALS_SOUTHERN_MURIQUI,22
TAX_AGRICULHARMINSECTS_BLACK_FIELD_CRICKET,22
TAX_WORLDBIRDS_OLIVECAPPED_WARBLER,22
TAX_ETHNICITY_SLAVEYS,22
TAX_WORLDBIRDS_MARIANA_FRUIT_DOVE,22
TAX_TERROR_GROUP_AZERI_GROUP,22
TAX_WORLDFISH_ZEBRA_PLECO,22
TAX_WORLDLANGUAGES_BANGRUS,22
TAX_WORLDMAMMALS_HECTOR_BEAKED_WHALE,22
TAX_FNCACT_AERONOMER,22
TAX_WORLDBIRDS_DAMARA_TERN,22
TAX_RELIGION_SUDAN_INTERIOR_CHURCH,22
TAX_WORLDLANGUAGES_BIGOLA,22
TAX_WORLDINSECTS_ERIOSOMATINAE,22
TAX_WORLDMAMMALS_ALLEGHENY_WOODRATS,22
TAX_WORLDFISH_AMUR_PIKE,22
TAX_WORLDLANGUAGES_AKOYE,22
TAX_WORLDFISH_PARASITIC_CATFISH,22
TAX_WORLDLANGUAGES_TIMOLS,22
TAX_WORLDLANGUAGES_PARKARI,22
TAX_DISEASE_THYROID_HORMONE_RESISTANCE,22
TAX_WORLDBIRDS_ABYSSINIAN_OWL,22
TAX_TERROR_GROUP_TABLIGHI_JAMAATS,22
TAX_TERROR_GROUP_DECCAN_MUJAHIDEEN,22
TAX_TERROR_GROUP_TEHRIKE_JIHAD,22
TAX_AIDGROUPS_TELECOMS_WITHOUT_BORDERS,22
TAX_AGRICULHARMINSECTS_WINGLESS_GRASSHOPPER,22
TAX_DISEASE_STEATOCYSTOMA_MULTIPLEX,22
TAX_WORLDLANGUAGES_KARAOS,22
TAX_WORLDBIRDS_BUFF_BANDED_RAIL,22
TAX_AIDGROUPS_MEDICAL_EMERGENCY_RELIEF_INTERNATIONAL,22
TAX_WORLDFISH_YELLOW_MORAY,22
TAX_DISEASE_SIALOADENITIS,22
TAX_WORLDBIRDS_ORIENTAL_HONEY_BUZZARDS,22
TAX_WORLDBIRDS_CHAPMAN_SWIFTS,22
TAX_ETHNICITY_NAPORE,22
TAX_WORLDBIRDS_DARK_PEEWEE,22
TAX_WORLDLANGUAGES_CHIKANO,22
TAX_DISEASE_NEOPLASM_OF_TRACHEA,22
TAX_WORLDLANGUAGES_AIWIN,22
TAX_WORLDMAMMALS_GOLDENCROWNED_SIFAKA,22
TAX_WORLDLANGUAGES_TOURKA,22
TAX_DISEASE_NEURONOPATHY,22
TAX_WORLDLANGUAGES_CAIRUI,22
TAX_TERROR_GROUP_KUKI_REVOLUTIONARY_ARMY_UNIFICATION,22
TAX_WORLDINSECTS_BLACK_FIELD_CRICKET,22
WB_2649_SUPPORT_TO_TECHNOLOGY_ENTREPRENEURS,22
TAX_WORLDFISH_ALASKA_BLACKFISH,22
TAX_DISEASE_GYRATE_ATROPHY,22
TAX_WORLDMAMMALS_SCALYTAILED_POSSUM,22
TAX_DISEASE_CHRONIC_GRANULOCYTIC_LEUKEMIA,22
TAX_WORLDBIRDS_AFRICAN_OLIVE_PIGEON,22
TAX_WORLDBIRDS_MONTEZUMA_OROPENDOLAS,22
TAX_DISEASE_GRANULOMATOUS_COLITIS,22
TAX_WORLDLANGUAGES_HUILICHE,22
TAX_WORLDLANGUAGES_BELLARIS,22
TAX_WORLDMAMMALS_STAR_NOSED_MOLE,22
TAX_DISEASE_ABNORMAL_KARYOTYPE,22
TAX_WORLDBIRDS_ELEGANT_PARROT,22
TAX_WORLDLANGUAGES_KOSSOS,22
TAX_WORLDLANGUAGES_HUIZU,22
TAX_DISEASE_DISSEMINATED_MUCORMYCOSIS,22
TAX_WORLDMAMMALS_AUSTRALASIAN_FUR_SEALS,22
TAX_WORLDLANGUAGES_KODORO,22
TAX_WORLDBIRDS_YELLOW_GROSBEAK,22
TAX_WORLDBIRDS_CHRISTMAS_ISLAND_IMPERIAL_PIGEON,22
TAX_FNCACT_FOOTMANS,22
TAX_WORLDLANGUAGES_BAMENYAM,22
TAX_WORLDMAMMALS_ONTONG_JAVA_FLYING_FOX,22
TAX_WORLDMAMMALS_DRYAS_MONKEY,22
TAX_WORLDMAMMALS_SUMATRAN_SEROWS,22
TAX_WORLDBIRDS_EURASIAN_PYGMY_OWL,22
TAX_WORLDLANGUAGES_MANDIALI,22
TAX_DISEASE_CRANIOSYNOSTOSES,22
TAX_WORLDLANGUAGES_BAHAWALPURI,22
TAX_WORLDBIRDS_ANDAMAN_SERPENT_EAGLE,22
TAX_TERROR_GROUP_AL_HAMZA_BRIGADE,22
TAX_WORLDLANGUAGES_BALANGAO,22
TAX_WORLDMAMMALS_DUSKYFOOTED_WOODRATS,22
TAX_WORLDMAMMALS_BLACK_CRESTED_GIBBONS,22
TAX_WORLDBIRDS_YELLOW_WATTLED_LAPWING,22
TAX_TERROR_GROUP_LASHKAR_I_JHANGVI,22
TAX_WORLDLANGUAGES_TUNICAS,22
TAX_WORLDMAMMALS_BROADFACED_POTOROO,22
TAX_WORLDBIRDS_SULPHURBELLIED_FLYCATCHER,22
TAX_WORLDBIRDS_MOUNTAIN_SCOPS_OWL,22
TAX_WORLDLANGUAGES_BAJELE,22
TAX_WORLDLANGUAGES_MUDIMA,22
TAX_WORLDLANGUAGES_CHUTIYAS,22
TAX_WORLDBIRDS_TUFTED_COQUETTE,22
TAX_WORLDLANGUAGES_KANDJU,22
TAX_WORLDLANGUAGES_IU_MIEN,22
TAX_WORLDLANGUAGES_BUANO,22
TAX_WORLDLANGUAGES_DAIER,22
TAX_POLITICAL_PARTY_PARTY_OF_PEOPLE_UNITY,22
TAX_WORLDREPTILES_WESTERN_WHIPTAIL,22
TAX_WORLDLANGUAGES_HIGGIS,22
TAX_DISEASE_MYCOPLASMAL_PNEUMONIA,22
TAX_DISEASE_LYMPHOMATOID_GRANULOMATOSIS,22
TAX_RELIGION_ARMENIAN_APOSTOLICS,22
TAX_TERROR_GROUP_CHICANO_LIBERATION_FRONT,22
TAX_WORLDLANGUAGES_BUNAKE,22
TAX_WORLDMAMMALS_REDFRONTED_GAZELLE,22
TAX_WORLDBIRDS_SWAMP_HARRIERS,22
TAX_WORLDLANGUAGES_JENAMA,22
TAX_WORLDMAMMALS_EURASIAN_WATER_SHREWS,22
TAX_WORLDMAMMALS_TARBAGAN_MARMOT,22
TAX_DISEASE_CHRONIC_SIMPLE_GLAUCOMA,22
TAX_WORLDLANGUAGES_MATSS,22
TAX_DISEASE_LYMPHOMA_OF_THE_BREAST,22
TAX_WORLDBIRDS_TURQUOISEBROWED_MOTMOTS,22
TAX_WORLDBIRDS_JAMAICAN_TODY,22
TAX_TERROR_GROUP_UNITED_ETHIOPIAN_DEMOCRATIC_FORCES,22
TAX_WORLDLANGUAGES_GOWARIS,22
TAX_DISEASE_SPLENIC_INFARCTION,22
TAX_AIDGROUPS_BAPHALALI_SWAZILAND_RED_CROSS_SOCIETY,22
TAX_DISEASE_VESTIBULAR_DISEASES,22
TAX_DISEASE_TUMOR_OF_BRAIN,22
TAX_WORLDBIRDS_YELLOWTHROATED_BUNTING,22
TAX_WORLDLANGUAGES_WARJA,22
TAX_TERROR_GROUP_PEOPLE_LIBERATION_ARMY_UNITES,22
TAX_WORLDLANGUAGES_TAROMI,22
TAX_WORLDBIRDS_RAZORBILLED_CURASSOWS,22
TAX_TERROR_GROUP_SIGNERS_IN_BLOOD_BATTALION,22
TAX_DISEASE_AUTOSOMAL_RECESSIVE_PRIMARY_MICROCEPHALY,22
TAX_WORLDBIRDS_SPOT_THROAT,22
TAX_WORLDLANGUAGES_NOOKSACKS,22
TAX_DISEASE_NAIL_PATELLA_SYNDROME,22
TAX_DISEASE_TUBERCULOUS_PLEURISY,22
TAX_WORLDBIRDS_GREYNECKED_BUNTING,22
TAX_WORLDBIRDS_FOREST_ROBINS,22
TAX_WORLDLANGUAGES_TUNGAS,22
TAX_WORLDBIRDS_BLACKCHINNED_ANTBIRD,22
TAX_TERROR_GROUP_CAUCASUS_EMIRATES,22
TAX_TERROR_GROUP_NORTE_DEL_VALLE_CARTELS,22
TAX_WORLDBIRDS_BLUE_TAILED_BEE_EATER,22
TAX_WORLDLANGUAGES_DHOPADHOLA,22
TAX_DISEASE_MESANGIAL_SCLEROSIS,22
TAX_WORLDLANGUAGES_SAMALEK,22
TAX_WORLDLANGUAGES_MORMA,22
TAX_WORLDLANGUAGES_MBEMBES,22
TAX_TERROR_GROUP_PEOPLES_COMMITTEE_AGAINST_POLICE_ATROCITIES,22
TAX_WORLDBIRDS_STREAKED_SCRUB_WARBLER,22
TAX_WORLDFISH_CENTRAL_MUDMINNOW,22
TAX_WORLDBIRDS_BLACKBELLIED_TERNS,22
TAX_DISEASE_BLOOD_VESSEL_TUMOR,22
TAX_AIDGROUPS_AFGHAN_MIDWIVES_ASSOCIATION,22
TAX_TERROR_GROUP_CONFEDERATION_OF_IRANIAN_STUDENTS,22
TAX_WORLDLANGUAGES_NAWURIS,22
TAX_WORLDLANGUAGES_TIGONG,22
TAX_WORLDBIRDS_GREYHEADED_LAPWINGS,22
TAX_WORLDLANGUAGES_MANKAGNE,22
TAX_WORLDLANGUAGES_PATAKAI,22
ECON_WORLDCURRENCIES_TURKMENISTAN_MANATS,22
TAX_TERROR_GROUP_MICHIGAN_MILITIA_CORPS,22
TAX_WORLDBIRDS_PADDYFIELD_WARBLER,22
TAX_DISEASE_MEDIASTINAL_TUMOR,22
TAX_WORLDBIRDS_SCALYSIDED_MERGANSERS,22
TAX_WORLDBIRDS_EUROPEAN_BEE_EATER,22
TAX_WORLDBIRDS_LONGBILLED_PLOVER,22
TAX_WORLDBIRDS_GOLDENCOLLARED_MANAKINS,22
TAX_DISEASE_GINGIVAL_HEMORRHAGE,22
TAX_DISEASE_LENS_DISEASES,22
TAX_WORLDINSECTS_WINGLESS_GRASSHOPPER,22
TAX_WORLDLANGUAGES_MAGAYAS,22
TAX_WORLDLANGUAGES_EPIE_ATISSA,22
TAX_WORLDLANGUAGES_DRUNGS,22
TAX_AGRICULHARMINSECTS_ERIOSOMATINAE,22
TAX_DISEASE_SCLEROCORNEA,22
TAX_WORLDBIRDS_GREAT_THICKKNEE,22
TAX_WORLDBIRDS_BLACKBREASTED_PARROTBILL,22
TAX_WORLDBIRDS_STORM_STORKS,22
TAX_DISEASE_BRAIN_STEM_HEMORRHAGE,22
TAX_WORLDBIRDS_WHISKERED_TREESWIFT,22
TAX_DISEASE_RODENT_DISEASES,22
TAX_WORLDBIRDS_CRESTED_TREESWIFT,22
TAX_TERROR_GROUP_REVOLUTIONARY_INTERNATIONAL_MOVEMENT,22
TAX_WORLDLANGUAGES_HAAVU,22
TAX_WORLDBIRDS_JAPANESE_PARADISE_FLYCATCHER,22
TAX_WORLDBIRDS_BLACK_ROSYFINCH,22
TAX_WORLDLANGUAGES_KIYANZI,22
TAX_DISEASE_COMPLETE_ABSENCE_OF_TEETH,22
TAX_TERROR_GROUP_TIGRAY_PEOPLES_LIBERATION_FRONT,22
TAX_WORLDLANGUAGES_MIDHI,22
TAX_WORLDBIRDS_RUFOUSTAILED_LARK,22
TAX_WORLDBIRDS_WOOD_SNIPE,22
TAX_DISEASE_RETINOCHOROIDITIS,22
TAX_WORLDBIRDS_VICTORIA_RIFLEBIRD,22
TAX_DISEASE_LENNOX_SYNDROME,22
TAX_WORLDBIRDS_CANARYWINGED_PARAKEETS,22
TAX_WORLDLANGUAGES_NAMIES,22
TAX_WORLDLANGUAGES_COLORADOS,22
TAX_WORLDMAMMALS_LONGFOOTED_POTOROOS,22
TAX_WORLDLANGUAGES_SKOFRO,22
TAX_DISEASE_ECTOPIA_LENTIS,22
TAX_DISEASE_PROOPIOMELANOCORTIN_DEFICIENCY,22
TAX_WORLDBIRDS_BLUEEYED_GROUNDDOVE,22
TAX_WORLDLANGUAGES_HIOWE,22
TAX_WORLDLANGUAGES_CHAGGAS,22
ECON_WORLDCURRENCIES_BOLIVIAN_BOLIVIANOS,22
TAX_FNCACT_CLERGYMANS,22
TAX_TERROR_GROUP_RED_REGIMENTS,22
TAX_AIDGROUPS_INTERNATIONAL_MEDICAL_HEALTH_ORGANIZATION,22
TAX_WORLDLANGUAGES_MENTAWIS,22
TAX_WORLDLANGUAGES_KANEMBOU,22
TAX_WORLDLANGUAGES_ISSONGO,22
TAX_WORLDMAMMALS_SPECTRAL_BAT,22
TAX_DISEASE_AORTIC_VALVE_INSUFFICIENCY,22
TAX_WORLDLANGUAGES_SILISILI,22
TAX_WORLDINSECTS_NORTHERN_PAPER_WASP,22
TAX_WORLDLANGUAGES_TALIANG,22
TAX_WORLDBIRDS_REDBREASTED_PARAKEETS,22
TAX_WORLDLANGUAGES_KALANAS,22
TAX_WORLDBIRDS_ORIENTAL_MAGPIE_ROBINS,22
TAX_WORLDFISH_THORNYHEADS,22
WB_1589_BENEFITS_OF_EARLY_CHILDHOOD_DEVELOPMENT,22
TAX_WORLDBIRDS_REDCAPPED_MANAKINS,22
TAX_TERROR_GROUP_PURBA_BANGLAR_SARBAHARA_PARTY,22
TAX_AIDGROUPS_MAG_AMERICA,22
TAX_AGRICULHARMINSECTS_GREEN_VEGETABLE_BUGS,22
TAX_WORLDLANGUAGES_BOLONGAN,22
TAX_DISEASE_RELAPSED_MALIGNANT_MESOTHELIOMA,22
TAX_WORLDLANGUAGES_RAGUSANS,22
TAX_WORLDBIRDS_PIED_THRUSH,22
TAX_DISEASE_STAPHYLOCOCCAL_ENTEROCOLITIS,22
TAX_WORLDLANGUAGES_MENRAQ,22
TAX_ETHNICITY_SERERS,22
TAX_WORLDBIRDS_BROWNCRESTED_FLYCATCHER,22
TAX_WORLDLANGUAGES_KESHUR,22
TAX_WORLDLANGUAGES_PAOAN,22
TAX_WORLDBIRDS_CHANNELBILLED_TOUCAN,22
TAX_TERROR_GROUP_LIBYAN_ISLAMIC_GROUPS,22
TAX_WORLDLANGUAGES_VAKHAN,22
TAX_DISEASE_SECRETORY_OTITIS_MEDIA,22
TAX_DISEASE_IMMUNOPROLIFERATIVE_DISORDERS,22
TAX_DISEASE_POSTCHOLECYSTECTOMY_SYNDROME,22
TAX_WORLDMAMMALS_EASTERN_LONGBEAKED_ECHIDNA,22
TAX_DISEASE_BORNA_DISEASE,22
TAX_WORLDLANGUAGES_KA_BAO,22
TAX_WORLDLANGUAGES_YANGMAN,21
TAX_WORLDBIRDS_ASIAN_HOUSE_MARTIN,21
TAX_WORLDBIRDS_REDBACKED_KINGFISHER,21
TAX_WORLDBIRDS_WHITEBROWED_BULBUL,21
TAX_WORLDBIRDS_REDTHROATS,21
TAX_ETHNICITY_GRUSI,21
TAX_WORLDLANGUAGES_GISSIS,21
TAX_WORLDBIRDS_BOURKE_PARROTS,21
TAX_WORLDLANGUAGES_NJADU,21
TAX_DISEASE_STIFF_MAN_SYNDROME,21
TAX_WORLDBIRDS_REDHEADED_BUNTING,21
TAX_WORLDLANGUAGES_MOUSGOUMS,21
TAX_WORLDLANGUAGES_AIOME,21
TAX_WORLDLANGUAGES_RUMBALA,21
TAX_RELIGION_NESTORIAN_CHURCHES,21
TAX_WORLDLANGUAGES_SAMARLEYTE,21
TAX_WORLDLANGUAGES_IDACA,21
TAX_WORLDMAMMALS_COMMON_MUSKRAT,21
TAX_WORLDBIRDS_MEXICAN_CHICKADEE,21
TAX_DISEASE_NEMALINE_ROD_MYOPATHY,21
TAX_WORLDLANGUAGES_BAKEDI,21
TAX_DISEASE_PARS_PLANITIS,21
TAX_WORLDBIRDS_LESSER_ROADRUNNER,21
TAX_DISEASE_ZOSTER_SINE_HERPETE,21
TAX_WORLDBIRDS_PHILADELPHIA_VIREO,21
TAX_FNCACT_CONSULTANTSS,21
TAX_ETHNICITY_BHOJPURIS,21
TAX_TERROR_GROUP_ANTICAPITALIST_ACTIONS,21
TAX_POLITICAL_PARTY_NEW_ZEALAND_DEMOCRATIC_PARTY,21
TAX_WORLDLANGUAGES_BILINS,21
TAX_WORLDLANGUAGES_SINALE,21
TAX_DISEASE_ILIAC_ANEURYSM,21
TAX_WORLDLANGUAGES_BUNABA,21
TAX_WORLDLANGUAGES_BHOJPURIS,21
TAX_WORLDBIRDS_JACK_SNIPES,21
TAX_TERROR_GROUP_THE_EXTRADITABLES,21
TAX_WORLDBIRDS_RUFOUSBREASTED_HERMIT,21
TAX_WORLDLANGUAGES_DWANGS,21
TAX_WORLDLANGUAGES_KURUMBAN,21
TAX_WORLDLANGUAGES_ESE_EJJA,21
TAX_DISEASE_ASKIN_TUMOR,21
TAX_WORLDLANGUAGES_MANGAREVAN,21
TAX_WORLDLANGUAGES_NORTHERN_MIX,21
TAX_WORLDBIRDS_RUFOUS_WHISTLER,21
TAX_WORLDBIRDS_BARBARY_FALCONS,21
TAX_WORLDLANGUAGES_CHE_MAS,21
TAX_WORLDBIRDS_YELLOWFRONTED_CANARY,21
TAX_POLITICAL_PARTY_FIJIAN_POLITICAL_PARTY,21
TAX_DISEASE_STEINLEVENTHAL_SYNDROME,21
TAX_WORLDBIRDS_JAVAN_POND_HERON,21
TAX_WORLDLANGUAGES_NAMONUITO,21
TAX_TERROR_GROUP_UNITY_CENTRE_OF_COMMUNIST_REVOLUTIONARIES,21
TAX_WORLDMAMMALS_LUMHOLTZ_TREEKANGAROO,21
TAX_WORLDLANGUAGES_DAKKAS,21
TAX_WORLDBIRDS_AQUATIC_WARBLERS,21
TAX_WORLDBIRDS_SOUTHERN_BOOBOOKS,21
TAX_WORLDLANGUAGES_PALORS,21
TAX_DISEASE_GILBERT_DISEASE,21
TAX_WORLDBIRDS_MONGOLIAN_PLOVERS,21
TAX_DISEASE_ROD_MYOPATHY,21
TAX_WORLDBIRDS_BLUEBLACK_GRASSQUIT,21
TAX_WORLDMAMMALS_AFRICAN_BRUSHTAILED_PORCUPINE,21
TAX_WORLDFISH_ARROWTOOTH_EELS,21
TAX_WORLDLANGUAGES_KIOKOS,21
TAX_DISEASE_DERMATOGRAPHIC_URTICARIA,21
TAX_WORLDLANGUAGES_BAMWE,21
TAX_WORLDLANGUAGES_FOODOS,21
TAX_WORLDBIRDS_YELLOWBILLED_CARDINAL,21
TAX_WORLDMAMMALS_PHILIPPINE_WARTY_PIG,21
TAX_WORLDLANGUAGES_BHILALAS,21
TAX_TERROR_GROUP_INDEPENDENT_NASSERITE_MOVEMENT,21
TAX_WORLDBIRDS_SLATYBREASTED_RAIL,21
TAX_WORLDFISH_NOODLEFISH,21
TAX_ETHNICITY_BABUKUSU,21
TAX_WORLDMAMMALS_LARGEEARED_HORSESHOE_BAT,21
TAX_WORLDLANGUAGES_NABAKS,21
TAX_WORLDLANGUAGES_KARATIN,21
TAX_WORLDLANGUAGES_KPATI,21
TAX_WORLDBIRDS_LARGEBILLED_SCRUBWREN,21
TAX_DISEASE_MEDULLARY_CYSTIC_KIDNEY,21
TAX_WORLDLANGUAGES_SELEPET,21
TAX_WORLDLANGUAGES_DIDAYI,21
TAX_FNCACT_RAILWAYMANS,21
TAX_WORLDBIRDS_CRESTED_GOSHAWKS,21
TAX_DISEASE_DYSPLASTIC_NEVUS_SYNDROME,21
TAX_WORLDMAMMALS_ORD_KANGAROO_RAT,21
TAX_WORLDBIRDS_BLACKCAPPED_DONACOBIUS,21
TAX_WORLDBIRDS_BROWNTHROATED_PARAKEETS,21
TAX_WORLDLANGUAGES_TARONS,21
TAX_WORLDBIRDS_NEW_ZEALAND_SCAUP,21
TAX_AGRICULHARMINSECTS_MONOLEPTA,21
TAX_WORLDFISH_SARCASTIC_FRINGEHEADS,21
TAX_WORLDFISH_DEEPWATER_FLATHEAD,21
TAX_WORLDBIRDS_AFRICAN_SILVERBILLS,21
TAX_WORLDFISH_TRIGGERFISHES,21
TAX_WORLDFISH_SEA_BASSES,21
TAX_WORLDBIRDS_ZAPATA_WREN,21
TAX_WORLDBIRDS_EUROPEAN_SERIN,21
TAX_WORLDLANGUAGES_SEMAIS,21
TAX_WORLDLANGUAGES_TEHORU,21
